observation_id,prediction,base_value,feature,feature_value,shap_value
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_female,0.0,0.7110976710403054
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_poorest_40,0.0,1.1176152517326978
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_richest_60,0.0,-0.3541579319131769
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_young_adult,0.0,1.103455304766297
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_older_adult,0.0,-0.20273623966544752
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_primary_education,0.0,0.7467543019844043
2024_secondary_education_or_more,73.34792809158634,36.698230533636114,is_secondary_education,1.0,19.47075165643078
2024_total,51.44333247810171,36.698230533636114,trend_years,13.0,14.056917543574363
2024_total,51.44333247810171,36.698230533636114,is_female,0.0,0.7110976710403054
2024_total,51.44333247810171,36.698230533636114,is_poorest_40,0.0,1.1176152517326978
2024_total,51.44333247810171,36.698230533636114,is_richest_60,0.0,-0.3541579319131769
2024_total,51.44333247810171,36.698230533636114,is_young_adult,0.0,1.103455304766297
2024_total,51.44333247810171,36.698230533636114,is_older_adult,0.0,-0.20273623966544752
2024_total,51.44333247810171,36.698230533636114,is_primary_education,0.0,0.7467543019844043
2024_total,51.44333247810171,36.698230533636114,is_secondary_education,0.0,-2.4338439570538473
2024_young_adults,41.512234735205034,36.698230533636114,trend_years,13.0,14.056917543574363
2024_young_adults,41.512234735205034,36.698230533636114,is_female,0.0,0.7110976710403054
2024_young_adults,41.512234735205034,36.698230533636114,is_poorest_40,0.0,1.1176152517326978
2024_young_adults,41.512234735205034,36.698230533636114,is_richest_60,0.0,-0.3541579319131769
2024_young_adults,41.512234735205034,36.698230533636114,is_young_adult,1.0,-8.827642438130377
2024_young_adults,41.512234735205034,36.698230533636114,is_older_adult,0.0,-0.20273623966544752
2024_young_adults,41.512234735205034,36.698230533636114,is_primary_education,0.0,0.7467543019844043
2024_young_adults,41.512234735205034,36.698230533636114,is_secondary_education,0.0,-2.4338439570538473
